65,94,54,33,25,22,15,22,2,1,15,60,4,62,19,95,21,54,3,26,24,47,48,77,62,13,43,100,55,94,89,71,42,37,46,98,95,79,73,78,26,29,54,44,94,29,15,78,45,22
47,69,79,8,12,14,88,13,34,83,38,72,88,37,80,87,56,62,75,28,8,46,35,53,18,50,71,4,11,11,9,54,55,33,66,63,80,12,95,89,56,42,24,9,32,66,64,23,6,88
80,71,64,16,28,33,80,95,49,48,64,26,14,36,1,78,93,73,43,27,85,24,7,63,9,55,64,20,92,8,6,23,100,76,50,78,64,47,69,54,4,31,81,97,46,8,99,66,65,31
54,35,5,90,24,5,59,97,98,6,96,40,61,93,67,8,44,14,52,57,61,78,7,88,34,7,61,46,62,45,12,71,61,75,45,48,97,95,98,7,41,61,94,26,75,40,31,45,35,27
64,61,10,79,11,33,45,20,73,97,16,46,16,26,61,100,58,100,43,49,66,15,81,10,100,78,82,50,33,73,67,88,12,35,47,18,74,94,78,60,88,94,87,40,71,66,5,5,50,6
95,29,81,42,30,35,52,60,57,72,4,8,82,60,42,68,97,80,87,81,66,82,90,37,53,53,86,44,55,53,85,19,23,53,47,23,88,18,12,12,13,82,61,14,87,99,74,43,92,2
77,3,86,88,93,54,66,77,97,33,19,31,71,95,88,20,73,88,98,75,7,96,10,29,8,36,1,3,55,51,60,44,36,93,57,60,62,53,39,97,10,24,21,68,57,61,20,99,98,62
79,46,6,26,92,75,21,88,81,26,11,46,15,61,67,43,90,46,39,64,44,74,67,72,51,10,30,85,78,49,7,1,9,56,48,2,84,15,97,47,49,12,27,59,44,61,40,11,99,66
100,5,71,18,95,85,91,77,64,99,25,13,68,9,88,50,65,15,40,3,87,48,76,34,51,4,33,67,9,29,98,55,74,6,70,76,60,20,67,72,1,63,43,93,89,40,79,70,91,35
20,69,19,67,37,9,22,48,9,97,24,97,68,42,49,66,63,53,78,80,76,24,37,1,36,85,16,42,85,73,73,14,68,66,73,88,88,19,95,100,4,50,20,66,26,56,71,90,16,99
28,58,77,32,97,10,37,74,83,64,13,53,27,90,91,39,95,59,93,37,46,64,24,55,4,37,87,32,57,48,35,61,31,36,94,95,92,28,49,24,64,6,2,72,79,100,54,83,53,43
98,3,17,41,5,64,59,35,65,18,24,91,11,21,64,36,91,85,97,27,84,22,98,63,87,25,17,9,100,31,26,80,3,14,84,44,63,71,60,99,13,78,86,55,27,44,80,53,31,11
45,30,46,38,90,91,64,19,90,58,91,9,39,17,19,19,82,70,60,86,52,27,99,62,60,18,19,92,16,98,62,4,25,79,82,55,29,11,68,43,78,14,4,60,42,32,31,74,69,43
7,80,30,54,84,41,33,77,85,59,8,34,39,71,36,51,56,4,25,43,25,89,19,55,55,71,79,25,81,27,97,35,18,70,18,7,76,21,67,52,18,53,80,92,90,11,49,57,97,31
80,65,13,65,81,46,66,26,3,71,44,50,78,80,48,68,89,4,91,74,71,20,88,65,82,87,29,85,55,92,83,100,5,65,89,22,11,80,70,40,3,10,58,9,51,11,24,77,18,42
7,55,41,59,53,84,74,73,72,77,60,82,98,78,51,76,24,68,44,15,26,11,18,49,76,67,73,42,17,71,17,18,60,62,83,93,6,54,84,60,44,49,87,97,49,58,62,57,61,8
26,43,82,81,16,48,33,29,58,27,96,87,84,77,95,39,20,93,52,67,26,38,81,51,29,96,11,8,65,65,82,16,19,13,15,65,86,54,25,54,73,61,64,35,26,99,79,7,1,41
99,36,8,51,15,67,43,29,89,65,17,88,2,3,41,71,58,100,39,47,69,3,6,91,75,46,2,30,32,97,82,93,30,43,84,63,97,11,86,98,78,1,31,39,21,72,55,72,52,89
7,46,69,79,93,67,92,94,64,69,5,95,30,50,72,16,95,26,32,77,89,4,61,48,82,46,52,91,2,49,37,24,64,95,72,42,32,5,41,12,13,52,53,83,31,23,14,37,10,24
73,85,77,50,42,40,66,87,87,7,82,5,70,47,28,64,98,18,95,5,36,82,3,52,20,99,64,48,40,88,36,93,44,9,48,59,2,45,61,51,69,67,55,86,40,98,64,69,7,85
83,7,99,63,95,50,22,11,70,49,99,31,65,42,33,35,56,84,84,34,47,29,35,28,62,73,64,33,94,28,30,91,68,49,3,33,60,77,39,98,85,53,52,77,80,89,3,85,70,74
78,83,5,40,82,43,67,98,16,33,69,45,2,25,67,48,28,24,42,81,6,33,56,23,38,88,20,7,25,97,9,44,6,39,16,87,25,89,86,1,38,53,97,56,88,67,63,66,97,67
32,31,74,60,22,73,12,48,97,88,16,4,49,84,26,42,71,38,45,9,21,57,71,10,64,39,29,82,14,67,30,64,62,12,19,56,34,59,21,70,73,38,53,44,69,12,34,96,47,35
66,34,81,59,88,33,55,100,5,16,44,90,51,88,7,45,65,91,84,25,59,65,100,81,27,33,40,10,90,26,36,45,77,47,39,55,98,50,18,50,20,34,1,2,87,71,52,19,61,6
90,75,78,43,35,25,17,87,62,97,67,1,47,27,14,4,18,31,88,58,74,29,53,25,73,80,39,80,93,86,91,47,96,78,42,57,59,77,49,7,63,72,47,55,8,95,92,96,59,75
21,40,24,21,69,55,14,52,68,7,96,10,56,31,26,64,90,73,85,79,32,11,2,62,32,92,88,60,69,65,64,40,97,56,20,11,93,49,37,46,59,11,93,73,24,27,83,48,4,62
71,9,86,98,18,62,44,75,10,26,24,61,55,50,52,60,76,94,38,13,22,54,62,50,7,95,57,61,47,64,58,26,87,95,79,52,90,56,23,45,81,41,22,30,52,94,62,85,96,24
82,73,41,37,40,89,8,98,47,93,6,98,89,79,4,14,31,8,93,1,23,8,66,89,46,75,41,20,41,47,26,3,55,62,63,65,15,26,43,29,80,57,13,73,99,23,28,25,14,87
94,52,82,16,42,65,92,88,52,1,8,13,18,29,61,28,28,5,75,60,59,67,74,94,60,12,46,76,24,29,42,10,83,95,27,50,2,48,68,66,5,6,45,80,81,9,45,19,75,82
63,23,53,79,3,29,45,26,52,23,93,20,20,24,33,31,37,90,15,26,26,88,94,48,50,64,27,29,83,14,97,70,19,8,27,73,38,33,16,39,100,47,67,38,99,75,72,72,60,1
29,26,10,87,62,43,42,59,17,44,86,49,72,65,30,25,65,77,11,19,23,45,99,60,94,79,78,39,22,38,2,8,55,23,92,43,69,27,73,85,33,62,19,25,72,18,81,5,95,84
2,24,35,11,16,9,18,73,89,13,6,70,13,95,1,78,10,9,11,19,21,76,55,90,8,88,24,23,81,36,23,66,67,16,4,42,25,50,15,43,30,84,8,47,26,42,93,14,62,45
84,81,51,50,27,61,57,44,43,97,53,66,41,15,82,9,17,46,13,66,3,15,62,89,9,15,17,4,100,30,85,90,4,1,87,75,59,42,16,60,88,93,12,38,29,83,28,7,67,15
66,84,11,34,49,10,14,72,17,14,63,70,21,48,85,57,17,40,25,42,6,40,90,56,100,66,50,58,71,22,83,59,41,94,73,7,7,39,27,78,19,41,58,33,87,86,29,63,13,67
91,65,77,6,53,51,74,56,73,91,96,44,81,65,62,10,11,91,29,1,25,40,40,87,77,13,63,46,56,20,72,67,78,81,75,51,74,100,44,19,16,8,60,78,34,80,88,1,95,18
100,81,89,9,21,97,43,100,71,50,74,3,45,68,67,31,77,25,12,54,74,32,74,31,54,9,95,1,3,63,88,89,52,4,8,6,55,45,99,37,93,24,21,35,56,45,46,51,54,2
55,96,45,55,37,80,29,4,51,74,11,60,77,18,91,89,11,88,35,87,29,29,28,90,54,19,95,100,2,73,26,11,81,92,80,50,33,98,34,19,67,36,28,56,9,34,39,29,63,50
27,90,100,4,24,25,98,36,16,8,59,8,16,24,31,93,92,88,73,100,81,50,48,97,92,5,32,23,8,6,8,7,100,9,2,93,17,43,53,88,89,23,78,52,81,65,90,49,17,72
23,7,9,74,17,32,42,75,38,9,67,19,57,31,38,47,96,12,12,50,5,13,17,96,39,92,75,66,93,51,75,57,70,73,31,29,54,1,21,77,46,46,69,71,55,45,18,99,89,85
63,79,57,17,51,35,25,70,34,88,96,89,37,50,37,22,68,25,48,75,13,8,92,57,20,88,83,83,55,75,29,47,25,37,42,30,58,27,68,2,93,25,94,55,74,84,67,52,34,43
3,48,7,19,49,48,87,17,6,3,73,16,64,60,42,53,39,30,33,80,52,59,40,29,33,82,11,32,41,63,13,12,57,12,17,7,71,71,13,98,58,18,66,40,70,5,72,99,51,33
80,88,61,15,3,10,54,24,16,17,30,33,47,74,26,35,4,1,30,95,81,27,7,35,41,59,70,90,62,62,90,76,98,98,64,51,45,92,97,36,43,42,60,16,46,85,96,100,10,32
69,75,27,52,40,44,35,50,93,37,50,89,24,64,85,92,20,8,21,52,96,93,61,7,57,42,37,13,11,54,68,47,83,73,73,6,16,97,88,21,74,32,75,4,27,98,47,19,64,93
44,33,37,66,27,63,23,6,61,65,39,63,37,89,67,26,94,86,12,82,16,68,54,89,45,57,69,83,16,31,61,20,74,11,26,49,96,68,35,87,54,76,9,21,9,72,8,98,59,36
36,44,75,79,25,93,35,81,38,84,62,46,99,16,80,28,94,15,59,45,27,60,69,51,73,92,69,25,21,12,28,63,20,97,95,61,80,12,61,22,84,72,48,99,85,46,35,5,15,45
43,82,57,62,74,4,52,52,54,8,56,86,53,51,64,65,4,98,93,93,79,95,66,28,80,99,81,41,30,15,96,38,48,71,14,68,69,39,65,85,49,17,52,28,60,14,58,23,54,46
21,79,25,1,65,12,55,62,79,68,51,69,26,52,65,38,16,66,88,51,77,27,8,89,81,97,73,43,45,66,43,36,43,38,24,42,14,40,70,56,51,17,66,93,35,68,51,54,77,96
87,70,47,46,6,55,98,14,58,16,47,30,73,49,81,31,6,49,100,62,48,30,68,80,73,42,27,73,96,82,66,86,3,40,84,23,1,9,81,38,13,96,9,97,51,67,36,7,74,98
71,45,35,81,48,5,71,46,33,79,53,31,95,73,1,57,72,15,87,7,85,36,82,100,71,23,45,95,94,67,18,19,54,75,87,48,52,98,44,17,39,70,61,98,57,54,77,35,2,97
28,16,2,17,5,76,77,62,98,58,80,84,42,95,84,74,21,97,16,6,78,65,18,51,79,12,17,4,80,59,58,90,24,73,52,81,80,60,86,44,16,38,69,15,74,67,47,47,37,79
