98,73,75,59,45,13,11,31,79,17,91,45,89,79,35,96,8,95,36,16,44,47,85,4,27,81,30,17,78,77,56,85,83,40,53,28,23,91,6,98,96,7,70,87,2,14,97,93,57,56
23,27,79,48,20,86,20,57,38,40,13,5,3,20,59,81,4,100,50,59,30,83,60,2,74,56,32,43,25,17,87,75,59,98,58,98,45,45,87,92,13,68,5,96,30,96,96,82,32,67
45,80,13,28,7,37,82,2,61,95,82,6,47,89,54,62,55,100,66,25,90,94,10,15,42,52,38,7,57,44,10,87,40,85,76,37,48,29,21,43,21,17,56,55,98,94,69,8,57,57
55,60,84,34,56,41,76,47,67,46,13,77,6,56,35,86,61,9,83,45,43,13,90,84,12,2,79,46,46,69,60,9,43,16,48,96,99,88,25,51,93,99,16,3,94,90,13,97,59,84
34,73,74,67,56,91,86,17,55,98,81,67,78,22,93,20,98,68,24,72,54,13,84,37,45,68,28,99,5,71,91,86,96,63,5,1,34,2,39,71,58,45,84,48,44,65,86,28,11,20
90,65,53,97,53,56,12,23,23,39,68,52,58,65,10,36,1,15,91,65,52,39,91,24,43,98,17,2,44,72,3,47,76,73,30,99,51,21,36,54,79,17,62,34,43,26,36,31,62,48
99,48,84,41,53,87,24,40,53,81,7,11,72,35,52,48,67,12,79,30,80,70,50,83,87,77,27,26,91,86,24,56,94,92,87,36,37,29,68,9,1,43,64,96,60,27,71,68,36,24
34,38,9,71,88,63,12,62,98,34,15,39,75,80,97,33,51,85,25,29,53,82,68,99,97,67,73,5,77,49,96,22,58,69,45,6,100,58,35,86,69,5,95,31,99,51,22,15,82,77
15,43,2,48,26,73,55,59,56,68,96,53,73,89,69,85,100,8,37,42,44,23,81,96,80,15,64,48,55,31,15,87,100,48,36,96,75,48,45,44,75,37,33,88,27,16,37,83,67,60
32,12,89,28,97,64,27,92,80,74,61,60,23,84,41,100,54,36,47,14,37,98,89,41,99,44,89,88,56,29,97,84,29,31,71,55,46,11,94,85,34,3,98,64,81,88,78,97,83,95
70,45,82,10,71,70,5,38,92,74,93,17,33,20,51,27,26,69,9,84,5,25,6,9,16,9,33,32,90,6,7,42,98,21,18,35,93,3,81,12,89,31,71,64,12,1,27,45,3,74
35,11,78,87,20,70,25,83,20,63,62,51,81,14,15,37,97,26,60,71,7,29,14,32,55,10,66,5,9,8,79,37,62,13,76,62,56,61,74,34,4,96,80,68,66,26,12,15,76,40
78,70,53,10,6,11,38,54,67,21,10,20,36,21,9,84,28,100,59,50,84,27,41,56,25,16,66,4,59,55,86,16,54,61,75,64,100,6,70,91,40,41,72,31,57,97,99,29,7,44
55,88,98,46,35,7,55,27,35,45,19,4,36,33,50,48,61,41,87,83,76,26,20,13,18,26,95,92,31,63,49,36,51,73,11,23,89,21,5,77,81,61,92,36,67,62,70,7,51,48
13,35,35,22,25,23,7,39,46,18,92,90,37,35,27,23,99,47,75,98,67,23,94,24,53,22,54,93,99,88,55,1,24,60,87,68,43,8,65,86,16,44,11,80,28,25,79,25,74,65
99,16,65,37,18,48,11,29,30,77,6,45,9,56,100,60,27,17,16,1,35,91,5,16,7,58,34,35,94,34,89,19,36,31,64,42,68,43,60,99,10,42,11,25,9,22,89,32,31,23
49,62,74,54,39,13,55,72,95,97,28,18,32,94,34,84,25,46,33,78,18,83,29,40,38,98,69,21,19,8,13,90,23,90,5,89,55,92,83,67,35,76,16,40,61,21,93,15,78,97
88,16,52,73,80,6,32,88,99,10,57,38,39,78,17,14,89,75,76,6,23,90,100,43,4,48,24,68,68,70,55,60,50,56,44,6,40,34,26,64,47,64,35,71,42,96,32,89,23,74
17,52,69,52,48,20,81,95,7,33,80,53,35,19,22,51,86,48,58,58,30,60,50,94,3,98,6,29,75,59,66,73,65,78,28,13,54,79,55,88,2,1,7,8,25,98,66,45,18,49
64,78,63,62,47,76,71,94,7,33,97,43,42,62,66,15,16,56,38,77,31,86,36,76,81,36,64,68,15,71,14,64,58,44,46,49,4,52,96,43,45,68,94,34,61,60,90,71,52,90
21,68,13,3,46,79,41,32,21,60,26,38,77,76,59,63,70,89,22,13,91,75,23,13,35,13,54,100,87,39,98,11,67,48,38,79,88,82,74,73,39,27,21,74,81,8,65,17,42,13
72,77,20,76,94,60,37,41,78,85,6,37,87,49,42,98,52,14,90,84,63,75,6,65,88,37,77,7,94,1,88,21,93,9,55,6,97,79,41,26,82,8,40,77,89,99,84,80,63,65
98,5,34,40,13,68,4,58,37,34,39,92,4,81,12,89,78,45,72,87,94,24,67,91,94,82,78,69,36,2,29,72,20,75,9,55,91,13,81,98,92,36,97,47,58,84,90,61,89,93
65,1,11,80,55,75,77,52,12,34,50,76,57,76,53,66,3,85,54,4,54,3,92,78,52,4,5,32,83,4,89,62,17,7,6,30,72,44,59,61,32,20,73,7,70,73,84,75,23,43
91,11,92,98,69,8,27,20,33,10,47,73,42,19,82,100,22,86,27,58,53,75,61,97,23,94,21,18,86,84,95,9,52,13,37,59,62,98,73,25,21,64,74,40,62,37,56,58,49,42
86,91,68,90,37,94,27,87,28,11,4,93,80,8,67,47,90,3,21,13,67,77,55,49,26,33,34,55,6,9,98,62,55,80,5,1,46,22,75,18,16,92,23,3,75,95,20,45,41,21
71,94,34,80,36,16,41,71,67,84,54,4,27,60,66,87,100,9,59,28,39,5,33,68,93,61,66,75,4,29,33,56,72,55,3,39,95,12,82,65,44,14,81,14,97,46,92,76,41,37
82,32,83,50,79,92,71,94,63,73,82,2,85,25,89,88,52,42,59,11,88,68,29,17,75,29,60,47,60,59,73,40,61,89,5,49,82,61,37,67,34,67,72,30,90,54,44,13,98,41
64,64,59,75,92,63,81,80,80,21,72,16,46,89,45,84,3,24,5,45,88,97,67,53,5,6,35,28,54,71,11,22,49,19,50,46,70,16,62,18,31,9,27,94,3,60,15,70,39,33
52,30,18,98,90,28,74,98,85,99,36,72,42,97,52,69,65,40,10,88,32,17,14,82,84,76,71,13,66,62,89,2,53,32,66,41,85,8,59,22,39,64,56,50,62,81,96,14,62,92
94,71,49,89,38,37,100,95,93,81,60,56,47,45,65,12,10,31,57,48,45,69,65,23,100,76,87,83,31,32,88,60,89,48,44,41,83,38,8,61,42,31,79,64,36,37,20,23,64,42
17,82,88,98,29,99,72,70,69,80,45,7,72,71,72,21,26,27,90,77,45,37,3,7,61,82,24,1,52,34,48,65,94,95,59,1,71,44,60,17,27,47,11,78,29,92,42,33,85,10
50,64,36,96,100,84,96,90,78,75,46,31,90,26,63,68,20,90,52,21,85,34,56,70,87,63,50,42,19,91,78,91,8,57,93,95,31,26,99,3,59,25,35,37,53,2,16,19,70,18
9,51,13,76,100,3,66,36,1,38,100,42,59,82,73,8,34,76,49,85,99,61,6,69,26,20,27,65,87,2,11,96,38,98,58,53,51,55,70,72,67,98,12,76,45,23,38,30,28,4
14,13,45,14,77,6,13,100,24,60,42,90,68,45,14,5,67,36,42,28,90,72,25,90,17,15,39,48,54,36,70,87,90,86,67,41,54,82,9,20,28,11,91,52,69,67,46,38,39,62
97,96,48,4,23,16,66,7,37,75,55,50,2,77,49,94,74,61,18,97,62,10,21,46,46,79,66,32,20,74,94,61,30,5,1,15,10,20,10,89,78,35,87,21,93,13,88,7,60,87
55,41,38,6,30,34,4,87,14,32,54,35,79,51,63,28,47,88,51,34,48,73,34,39,88,92,19,77,76,42,32,36,48,98,79,65,9,90,6,23,64,99,23,45,52,14,97,33,30,83
100,80,52,97,80,30,86,84,68,97,18,63,25,74,36,90,61,63,87,26,16,98,30,93,41,38,22,47,33,84,35,93,67,63,12,83,67,78,52,75,31,11,63,58,44,28,60,78,2,70
30,44,43,27,80,6,47,77,36,69,41,82,47,85,88,79,26,24,92,70,48,44,14,85,43,88,30,40,36,29,6,58,82,8,18,32,52,99,25,5,41,80,33,89,91,37,6,32,28,79
46,8,36,79,67,3,35,28,6,72,55,63,27,42,30,50,94,16,27,88,29,71,43,86,53,95,36,32,98,29,89,95,15,85,47,23,100,38,7,59,38,29,14,93,98,73,78,88,57,58
27,37,8,17,3,64,3,11,20,30,1,25,56,75,14,28,30,95,62,36,93,88,86,26,83,4,94,81,17,33,50,1,93,74,32,28,57,61,97,9,86,94,35,56,1,9,23,7,55,95
86,12,97,49,68,56,78,17,73,45,31,67,7,78,37,82,29,20,14,25,31,37,91,11,13,87,37,46,98,91,59,12,15,28,75,22,28,59,59,99,51,50,96,39,43,74,60,92,18,87
