61,52,41,81,19,89,75,63,63,86,29,72,99,16,73,96,76,82,100,41,22,60,8,24,95,51,14,3,61,85,68,38,1,51,95,28,48,11,85,38,94,86,43,8,28,57,56,94,41,36,80,94,45,76,100,10,29,57,34,67,7,97,91,24,76,17,19,46,13,27,40,78,11,9,99,29,47,25,86,99,65,55,51,72,94,84,9,22,71,48,73,9,16,7,35,94,11,87,17,54,18,89,69,45,63,54,70,42,35,70,95,72,10,28,89,24,66,91,95,93,22,97,60,19,57,83,10,76,82,39,67,64,45,33,33,81,18,64,69,18,65,34,14,94,22,37,83,86,74,61,87,40,56,7,63,39,82,87,61,4,30,69,91,58,5,81,27,75,23,48,19,7,59,76,79,24,96,36,1,9,83,77,68,33,74,33,3,21,90,33,1,47,55,90,83,96,71,27,27,24
14,77,39,66,12,3,7,14,40,29,88,50,86,62,36,29,81,5,81,82,57,56,19,19,87,28,83,64,16,20,50,96,11,26,81,29,39,55,79,46,5,67,51,86,88,50,83,82,40,2,49,66,67,52,6,28,29,88,6,88,14,9,23,22,64,91,68,64,4,78,27,54,12,11,91,13,50,97,44,93,9,100,27,27,5,99,58,24,86,37,64,58,6,10,5,23,97,47,93,25,6,5,93,31,61,32,88,84,37,2,81,28,18,67,68,14,42,46,26,6,97,53,14,71,35,92,91,61,29,7,19,75,70,95,93,9,98,4,96,45,48,86,83,86,97,98,30,66,80,96,89,73,51,73,62,75,28,34,27,78,50,33,2,28,38,32,10,50,58,35,55,10,34,19,30,26,55,92,100,33,47,69,85,50,10,3,57,52,23,84,66,65,3,30,61,43,28,67,57,86
5,14,11,19,69,58,42,45,49,1,23,69,53,43,45,51,19,1,63,36,30,50,14,79,24,10,88,61,81,95,27,75,11,34,12,30,21,99,53,71,6,36,28,64,7,92,56,44,6,18,55,71,34,54,92,14,65,69,77,3,55,41,12,44,46,11,32,94,23,72,9,39,80,82,83,31,71,45,19,99,1,72,79,27,30,21,30,21,99,1,19,50,45,67,43,45,79,76,19,61,21,26,26,14,57,52,70,7,99,54,65,6,89,40,16,32,47,90,30,55,13,30,38,86,25,96,98,77,47,7,9,3,40,10,59,31,16,48,19,27,29,33,58,9,58,62,71,56,56,44,75,55,70,80,70,13,81,92,91,29,69,34,1,97,82,62,81,13,29,13,29,22,61,52,91,64,39,78,96,37,21,69,69,79,34,66,24,23,70,30,39,34,69,75,11,32,8,29,99,73
55,30,2,38,11,84,95,44,80,51,94,75,38,34,54,26,66,82,98,21,44,14,36,11,96,99,80,19,21,8,4,9,30,17,44,92,93,94,76,44,9,94,8,43,61,77,30,95,82,35,24,30,57,97,98,89,99,39,79,7,89,46,70,72,46,5,33,14,59,7,62,68,33,52,34,24,91,11,56,89,18,4,25,34,6,58,23,34,40,35,62,33,30,87,76,26,63,93,99,1,1,26,15,5,89,80,57,80,60,74,39,87,14,9,14,73,6,45,60,14,48,80,38,50,42,35,75,2,24,29,75,71,75,73,66,24,45,57,91,27,65,77,13,72,52,7,12,37,67,78,32,95,28,86,15,72,20,93,71,100,44,53,33,50,12,14,15,76,22,34,40,85,89,72,29,63,97,17,52,38,95,90,99,30,94,42,21,75,100,42,17,29,56,9,27,62,77,97,44,63
75,92,58,44,3,94,41,50,66,40,55,59,61,79,62,58,49,19,46,100,31,75,88,96,15,51,5,25,54,17,71,17,54,97,1,84,48,97,60,20,100,98,61,96,75,48,40,35,90,31,29,18,79,57,5,46,94,66,22,28,56,30,29,53,43,68,40,32,65,18,39,86,40,63,51,89,42,61,24,12,4,97,38,18,58,76,68,46,66,16,73,23,71,6,34,39,26,89,55,52,59,82,91,47,28,41,22,51,90,66,44,94,78,13,43,27,28,47,36,88,7,19,98,77,100,65,35,32,44,59,75,7,69,43,2,73,80,39,68,20,14,85,32,12,83,21,13,91,67,36,3,96,80,28,31,94,9,93,77,71,89,55,17,78,10,39,5,94,77,28,74,94,35,66,78,45,42,100,9,74,11,38,16,96,18,34,18,19,48,92,31,3,6,52,69,9,51,34,95,100
21,26,73,96,70,54,29,11,8,76,13,100,43,92,26,91,100,4,89,21,94,38,17,23,75,67,18,99,81,45,22,4,25,53,6,41,55,6,1,41,31,46,83,23,39,82,55,39,60,65,58,22,99,60,49,35,72,66,72,29,56,34,49,33,26,17,2,57,50,99,62,51,95,4,25,100,83,43,27,14,49,8,27,16,52,28,50,49,2,94,20,32,96,38,92,35,42,41,21,22,19,3,42,65,85,85,55,80,24,22,6,88,60,43,87,85,4,54,28,95,61,41,80,37,94,95,96,64,94,2,51,28,6,12,81,62,93,35,70,30,46,73,52,45,71,31,88,38,75,39,59,32,16,80,97,6,57,32,89,6,66,2,28,42,13,89,83,44,81,36,42,92,54,92,79,76,15,68,45,99,90,23,98,97,25,55,14,83,56,95,74,54,75,81,88,46,28,44,70,35
44,26,7,26,40,38,23,85,89,77,3,13,11,66,89,41,97,24,58,20,79,43,45,28,32,48,99,30,95,54,73,23,3,14,15,83,68,22,69,14,84,1,13,90,14,5,67,21,36,97,75,34,90,23,14,51,100,31,66,28,66,72,60,15,90,25,12,73,15,82,71,48,17,69,45,92,100,76,38,3,19,1,5,4,27,2,31,60,73,10,94,83,63,22,61,18,73,14,86,73,58,29,98,29,53,34,19,6,37,94,84,81,52,81,78,25,81,14,41,7,96,22,4,65,14,10,9,50,24,85,80,60,11,2,29,3,41,12,89,68,66,20,82,42,70,63,24,42,35,74,43,26,22,5,93,20,26,27,42,45,51,69,80,4,90,29,62,70,76,31,75,94,95,82,36,7,59,61,65,97,89,26,25,74,96,23,13,77,5,26,72,98,68,31,21,32,43,49,72,22
38,54,84,99,8,65,97,93,56,36,31,35,74,100,24,10,49,95,56,100,31,83,85,95,2,47,21,75,36,22,83,73,88,56,82,44,76,4,59,15,68,57,92,88,58,16,54,40,42,46,34,98,63,29,87,50,83,68,38,5,74,48,33,28,6,85,77,73,1,8,69,67,11,38,45,89,9,25,55,73,100,65,91,70,15,75,31,91,2,47,31,40,2,12,100,64,70,89,15,71,39,95,50,25,25,22,41,13,22,62,20,59,23,54,8,19,100,73,61,20,60,50,21,16,6,66,75,13,7,58,87,48,53,53,3,39,45,93,89,2,79,92,80,85,19,76,7,89,56,6,27,82,12,46,28,64,24,92,44,39,4,81,91,47,54,61,96,76,3,36,66,66,77,29,54,31,82,46,9,44,58,82,31,98,51,43,34,36,56,98,26,41,24,56,72,34,11,83,67,55
83,85,72,69,73,87,34,27,82,53,99,73,74,63,23,68,77,47,33,98,23,83,89,18,51,76,93,84,77,83,12,90,18,53,14,83,18,59,48,65,75,46,96,68,49,58,4,27,24,1,47,44,19,99,85,10,96,14,14,96,19,7,49,8,99,78,40,27,26,77,2,78,38,6,5,62,5,11,64,87,100,67,5,41,4,54,71,67,25,69,7,100,62,17,23,61,23,98,38,5,89,35,16,25,31,25,35,55,80,20,70,94,27,81,50,5,1,85,87,53,79,40,55,55,47,92,52,99,73,40,25,26,64,33,57,23,98,18,30,81,3,67,60,8,13,88,75,14,50,96,10,8,35,85,77,50,35,82,73,39,92,90,26,4,26,59,13,27,71,32,61,33,97,10,46,36,61,33,51,75,75,89,56,69,39,87,12,30,1,80,93,79,15,41,29,69,48,19,15,1
59,23,1,22,97,98,65,46,77,88,9,40,6,89,70,8,66,76,23,25,53,23,44,13,20,91,54,80,33,14,41,18,92,66,100,37,52,5,56,20,5,49,68,8,29,19,38,38,83,22,54,77,71,35,44,14,44,57,63,27,4,20,84,27,76,36,7,60,19,43,83,21,52,66,3,31,11,75,42,96,54,42,32,76,83,22,27,60,62,69,29,30,23,25,80,53,80,34,45,56,34,12,77,83,16,31,27,5,98,100,56,1,94,48,19,84,6,62,91,89,15,50,59,58,65,31,94,49,20,29,42,94,61,69,43,65,54,96,37,68,78,77,45,51,45,40,25,45,67,35,60,53,36,5,92,12,98,72,17,60,100,75,46,36,65,90,78,85,91,58,50,72,94,92,12,28,15,2,8,53,45,57,68,79,98,37,64,31,71,9,3,68,97,99,40,58,91,37,9,47
