48,29,6,65,91,94,23,30,10,88,3,20,24,59,46,85,96,71,9,77,6,100,37,9,91,72,94,87,73,82,1,14,9,14,79,74,14,59,47,21,50,57,17,72,46,97,54,40,80,19,60,11,99,91,72,28,2,37,12,97,92,46,86,30,66,42,89,88,12,51,46,40,76,54,55,79,96,57,68,87,23,34,51,85,25,14,57,43,96,15,37,81,33,20,94,40,66,100,82,10,15,31,45,27,93,25,22,30,45,69,88,24,11,43,60,69,88,14,94,59,91,79,64,57,19,88,29,6,59,88,67,71,5,48,78,72,54,78,46,3,54,96,34,73,92,20,47,41,80,25,51,19,64,16,15,57,56,39,4,14,90,67,91,18,57,27,35,47,29,50,84,99,82,79,87,67,93,31,52,95,94,93,57,4,99,28,74,65,22,56,12,21,27,18,59,17,25,9,92,79
51,47,5,44,59,48,95,100,15,69,24,23,89,38,59,33,74,73,79,89,83,2,75,62,33,90,30,60,25,5,70,43,91,10,46,90,88,64,1,62,42,97,74,72,88,7,41,45,35,82,47,94,29,4,91,17,87,88,91,9,81,16,55,27,86,57,59,64,82,19,95,21,28,91,72,88,17,86,27,29,73,53,69,82,55,76,19,9,95,39,99,37,6,22,46,98,67,5,52,40,55,62,86,32,84,24,44,41,86,19,98,8,42,51,26,9,1,36,30,99,88,69,4,98,83,77,60,77,52,49,63,37,41,3,42,40,72,58,26,43,12,46,62,47,73,92,41,52,78,17,83,41,93,47,53,95,92,84,79,73,70,21,89,30,43,26,62,6,20,19,87,50,69,83,29,8,41,70,6,86,6,18,45,3,48,56,47,2,61,56,7,90,32,24,42,41,49,96,15,100
64,87,20,37,56,44,66,50,30,89,11,5,20,12,50,16,92,62,63,46,80,63,73,17,67,31,4,44,26,98,94,1,100,8,78,76,53,21,48,40,58,45,45,22,68,56,98,23,95,33,73,100,50,79,75,79,56,11,50,93,35,22,55,28,93,86,13,59,68,36,18,37,56,12,71,55,12,22,66,94,37,75,18,87,49,68,16,81,18,58,38,40,27,91,59,22,72,40,47,67,69,55,59,59,38,98,74,33,12,50,86,36,75,3,49,88,91,2,20,82,54,35,31,4,73,81,46,58,59,9,49,30,96,86,17,62,3,67,66,94,30,61,46,88,80,37,23,88,49,86,44,84,75,19,21,60,5,54,33,64,6,78,81,18,99,63,86,20,2,95,43,14,16,2,76,99,35,84,35,14,27,63,87,69,37,64,61,100,88,54,20,23,44,47,67,62,69,54,28,16
58,70,68,24,77,19,97,74,64,41,79,72,56,15,53,82,66,26,29,91,56,59,10,41,62,32,2,64,97,88,20,35,23,42,99,10,82,44,17,65,17,51,61,95,34,18,92,19,74,81,28,97,82,50,96,81,31,92,28,50,1,20,70,66,72,52,12,5,29,52,47,36,17,39,11,86,25,19,84,57,27,89,22,65,59,54,53,58,79,53,76,62,91,71,45,60,84,95,56,28,91,87,30,20,53,4,33,63,61,67,18,84,99,82,99,72,33,67,83,51,5,7,45,12,86,85,40,96,35,57,18,79,11,13,62,97,11,47,80,38,72,8,81,36,12,14,54,44,36,86,32,46,38,78,68,55,42,37,42,77,71,44,71,69,65,47,46,11,33,66,41,95,58,73,1,73,59,23,88,13,19,45,58,98,1,73,7,13,47,68,34,27,20,14,45,18,10,40,47,82
84,81,24,57,36,5,63,81,63,17,56,2,45,73,88,17,40,41,5,79,70,73,98,16,12,59,58,44,37,55,70,13,91,5,81,74,35,45,63,69,88,5,61,87,56,90,44,76,24,46,20,40,54,56,44,99,74,8,62,88,38,97,23,90,5,99,4,91,83,62,49,94,81,99,68,87,63,97,90,16,64,82,55,19,42,41,1,43,97,64,25,21,32,47,33,85,40,72,65,60,86,85,3,66,18,88,19,55,97,78,14,61,85,74,10,72,27,76,7,62,40,56,77,29,19,73,43,35,1,6,40,55,39,54,92,95,39,17,75,25,12,96,92,85,91,1,30,48,77,15,27,33,77,81,73,25,38,17,3,75,97,66,41,47,31,52,51,15,80,47,7,49,93,37,34,86,40,78,29,10,34,96,24,79,80,90,26,30,82,22,93,62,34,8,12,26,14,48,91,91
40,89,100,9,73,35,25,10,52,11,86,62,65,69,17,80,62,38,82,54,92,16,1,17,63,86,58,10,28,24,97,49,79,10,28,12,68,23,18,86,28,75,72,85,84,8,100,12,40,79,11,16,70,58,9,100,83,88,58,80,6,23,8,4,67,45,23,33,13,91,37,96,28,66,17,73,45,79,18,43,63,7,87,29,65,44,68,53,15,18,23,43,20,70,22,75,82,24,79,29,78,48,75,82,25,15,6,25,65,36,62,17,89,29,76,100,24,37,95,94,66,28,65,35,78,73,66,98,95,76,1,44,18,36,79,13,100,98,91,46,56,5,42,35,89,81,100,62,56,74,10,28,88,49,60,68,53,80,76,97,5,89,82,54,36,3,32,26,25,16,62,37,26,47,41,20,58,61,37,36,83,96,34,73,35,79,24,47,93,60,40,29,22,58,44,96,51,7,9,74
88,33,43,24,85,3,52,86,83,85,51,43,48,43,91,8,75,25,80,76,86,36,1,80,42,55,19,47,96,17,71,19,71,18,75,35,80,81,85,99,24,39,89,15,92,34,22,60,27,68,62,11,51,35,38,13,1,76,53,65,68,31,4,73,89,74,99,57,88,81,87,13,29,64,9,6,30,70,2,50,68,17,55,92,97,12,7,38,18,10,10,44,61,8,77,13,98,96,80,75,43,55,99,51,7,48,50,90,56,26,23,15,49,94,41,85,81,33,48,37,86,75,34,94,16,81,11,82,85,88,37,9,40,6,17,57,33,66,58,70,48,66,48,53,90,13,16,10,93,74,1,66,8,29,19,26,75,3,94,74,21,98,74,54,50,91,36,47,4,5,77,1,82,100,41,93,78,92,78,95,63,9,83,22,67,38,83,20,55,97,69,73,12,39,77,2,15,96,23,62
98,11,7,69,41,64,36,67,77,63,66,19,11,96,38,70,59,79,7,19,15,17,1,16,81,13,69,21,76,48,85,17,34,99,50,55,88,65,11,26,38,99,87,30,56,56,99,21,54,41,87,74,11,98,55,68,97,95,47,65,77,88,89,26,12,39,27,98,52,92,47,41,28,50,18,76,90,36,50,69,19,58,20,70,36,88,25,31,1,1,69,44,34,35,5,45,85,66,26,72,48,4,3,48,25,89,28,22,12,91,69,25,12,18,66,86,25,77,31,98,65,40,11,82,65,40,34,76,90,32,1,41,22,27,98,76,52,55,77,1,73,10,12,75,66,12,76,89,90,35,39,54,76,40,76,81,17,90,60,38,11,16,62,65,97,72,11,61,48,32,37,73,80,84,81,62,17,6,21,87,12,55,81,32,60,24,72,63,2,79,53,11,32,60,93,53,33,78,18,39
33,64,20,59,56,14,5,5,2,73,10,20,66,41,89,22,86,71,90,95,31,37,14,30,43,99,72,52,31,78,57,31,89,80,31,91,31,77,21,18,95,65,55,27,23,5,68,13,3,69,43,27,26,84,39,88,81,44,77,74,35,43,69,14,59,32,82,32,21,14,29,46,37,23,46,30,65,7,72,53,7,56,80,56,11,66,25,55,75,49,63,42,40,75,26,40,81,27,43,60,51,15,73,1,60,59,64,96,97,18,92,68,60,56,3,36,40,40,90,50,15,15,69,72,3,80,29,84,11,79,66,30,24,47,9,63,61,12,70,57,33,75,86,98,81,13,39,48,74,49,25,39,91,14,61,34,66,40,61,32,91,37,74,19,5,32,7,46,17,6,44,1,88,94,24,43,66,30,50,28,72,36,88,85,65,22,44,81,24,86,80,94,40,84,13,74,12,94,91,26
83,36,94,5,71,78,18,71,47,64,4,62,74,44,69,44,3,60,24,45,80,97,8,35,97,38,51,6,87,52,17,85,86,42,47,69,87,68,4,9,37,31,72,38,52,70,29,31,46,68,17,7,48,93,23,24,48,90,93,48,50,80,72,55,14,32,55,40,76,46,97,16,47,49,77,44,55,48,12,8,34,17,94,21,44,93,44,56,70,43,20,70,86,98,8,72,25,29,36,19,64,44,63,2,26,25,65,37,59,19,28,28,100,27,85,41,93,50,67,55,31,56,82,71,39,62,4,78,16,14,18,67,71,97,15,14,2,54,34,35,10,6,76,59,93,71,84,57,72,35,5,70,86,19,80,88,17,78,29,56,67,82,14,18,21,56,58,8,100,31,83,41,40,29,23,77,78,56,73,19,58,99,54,35,65,19,31,63,55,65,32,96,66,64,63,33,9,28,86,73
25,75,65,12,31,71,26,18,30,49,90,5,14,26,50,11,25,26,27,15,44,9,54,9,43,27,54,27,59,98,39,18,44,22,34,34,5,20,35,59,16,24,31,36,29,81,63,3,5,98,92,97,36,17,81,35,28,60,89,41,34,82,8,36,77,22,46,5,28,32,7,81,46,95,86,93,83,88,39,69,20,51,43,30,70,21,30,83,64,44,7,95,45,85,39,40,51,21,61,48,65,55,18,75,42,56,45,4,23,90,47,29,5,57,91,28,52,11,42,75,64,12,10,97,31,30,28,79,97,58,11,65,78,37,71,63,30,23,41,75,99,13,79,10,62,22,98,9,31,52,4,22,45,34,100,39,63,64,34,56,77,25,70,97,78,50,77,69,1,68,24,64,35,33,93,95,82,49,72,51,59,2,74,81,59,58,86,56,59,53,27,88,71,89,41,7,48,25,43,94
43,79,11,25,36,36,68,85,54,75,22,86,78,13,72,100,78,31,95,93,21,9,86,57,39,70,35,27,49,52,43,31,85,11,17,97,89,54,55,58,32,36,7,27,11,55,45,32,60,64,31,78,22,27,46,61,21,59,94,40,84,66,90,96,65,46,8,97,77,48,44,45,28,18,17,94,11,55,55,10,20,47,79,95,81,89,56,71,34,49,45,18,28,77,40,37,88,5,37,50,33,96,9,73,40,63,89,31,54,27,35,48,35,23,98,67,18,80,26,12,16,80,20,88,46,71,62,66,69,69,47,80,97,69,36,56,26,22,25,17,56,1,89,16,3,25,89,77,71,82,84,83,84,63,42,82,23,47,75,62,6,60,45,50,59,37,29,12,66,71,55,15,84,73,3,80,85,26,78,18,33,2,17,27,12,91,50,1,11,94,91,8,58,53,53,20,6,83,46,72
78,76,57,90,54,15,64,85,73,79,62,8,56,29,18,6,65,95,6,86,53,1,10,81,11,14,22,26,82,28,71,50,41,83,88,81,5,49,7,7,74,89,21,58,8,57,15,33,93,56,29,58,14,88,44,86,65,68,56,58,61,6,47,87,81,32,59,94,52,88,76,93,4,27,1,98,80,38,36,38,72,1,93,81,98,88,60,41,54,88,87,21,39,61,17,92,15,50,100,94,18,67,22,3,87,6,31,72,38,36,5,59,96,86,100,37,84,70,58,8,67,92,8,95,2,4,80,25,28,88,52,22,12,87,56,34,63,43,28,84,32,48,83,94,14,93,48,35,28,30,80,48,89,74,10,10,1,35,97,93,84,23,74,10,31,83,98,71,25,90,17,99,55,40,59,54,92,48,5,30,93,42,41,27,6,11,91,10,35,56,52,81,80,42,30,70,97,77,89,27
58,78,56,3,70,52,42,1,64,51,24,6,56,100,12,53,41,39,84,19,24,53,1,87,66,91,96,79,29,57,86,83,87,68,77,7,17,93,100,33,73,35,57,67,3,2,37,56,35,17,45,38,6,15,76,42,86,29,60,14,81,33,100,59,96,32,49,68,35,89,67,78,74,53,47,20,62,44,61,57,78,41,34,77,99,74,37,8,99,5,69,61,37,1,58,73,47,44,23,15,98,24,36,55,66,68,80,63,94,76,84,54,81,31,14,73,77,54,74,61,79,99,52,85,96,56,36,70,31,68,68,74,17,83,32,11,15,65,88,77,12,15,73,62,17,76,9,60,64,45,57,7,4,21,35,24,53,62,71,28,4,24,10,62,19,11,58,33,75,61,73,53,9,90,92,33,39,81,57,70,100,97,10,89,12,70,14,17,23,25,83,3,41,21,14,50,71,93,65,30
60,65,25,39,37,19,68,2,62,60,36,78,81,47,16,46,66,71,92,62,29,77,27,37,94,36,26,87,19,43,8,31,92,57,90,1,42,83,86,89,84,52,34,91,52,84,85,25,34,66,33,99,5,20,86,27,72,19,17,97,37,29,43,8,37,71,28,95,98,90,26,69,98,96,72,51,11,44,53,55,70,62,28,15,10,1,46,92,21,8,64,5,43,58,34,4,83,1,4,20,95,97,89,57,59,80,8,43,3,15,2,94,59,31,36,24,66,58,25,66,83,25,63,88,16,81,9,94,43,43,15,84,25,45,6,16,79,87,55,28,17,78,26,29,84,79,4,7,78,81,66,100,78,77,41,98,61,94,45,11,81,86,53,83,61,7,5,70,78,84,54,92,71,10,32,13,68,80,10,94,93,77,82,96,63,87,75,32,4,99,99,66,79,90,16,100,58,38,68,86
