96,49,10,71,81,47,7,59,93,21,77,84,73,16,20,15,10,97,68,98,42,9,12,94,73,79,61,31,27,61,52,34,67,46,39,21,14,10,71,60,52,26,42,89,15,74,82,8,53,93
6,55,10,100,91,12,41,28,92,90,93,99,73,51,37,83,59,97,60,23,33,84,44,84,48,62,76,22,77,16,30,68,69,37,73,30,71,58,48,25,40,34,63,44,70,84,12,28,12,8
19,89,5,92,48,57,19,18,30,70,48,81,4,12,23,79,87,87,35,40,17,77,40,98,2,81,70,62,84,44,81,86,56,71,66,66,16,94,49,63,41,8,80,29,3,88,34,79,51,84
60,98,67,59,69,79,89,45,32,68,98,48,29,42,23,30,66,55,62,42,8,47,83,58,34,13,14,36,35,90,66,32,43,5,79,88,13,93,80,14,3,55,48,97,3,58,22,56,85,58
100,63,75,5,77,30,80,87,69,79,19,54,45,13,68,17,14,29,98,54,75,20,76,27,76,31,84,53,91,41,74,27,70,41,23,7,38,31,19,90,20,30,55,89,41,58,32,77,90,78
52,97,15,58,32,52,94,27,31,69,56,100,93,65,23,19,77,79,4,99,9,55,15,1,55,15,50,50,30,41,49,87,100,51,30,82,92,54,86,16,27,60,33,27,29,94,57,60,49,12
53,53,69,64,54,81,20,42,75,36,79,32,75,35,26,25,83,35,58,13,14,23,22,52,91,38,41,50,62,91,15,67,49,85,22,13,77,61,27,64,54,7,62,9,3,6,93,76,24,3
51,45,47,34,14,28,95,90,2,70,30,47,15,78,96,1,80,66,22,37,100,26,22,55,87,64,20,91,73,28,68,46,80,82,61,97,26,45,21,29,22,2,95,41,40,32,10,45,72,84
9,99,10,89,45,100,88,83,22,67,92,44,32,64,15,52,6,92,81,34,95,88,40,97,28,64,4,75,69,91,81,54,45,82,37,22,45,56,89,87,2,53,16,60,20,12,68,50,95,41
61,100,3,93,10,31,45,7,15,74,89,93,69,57,69,42,28,100,24,34,63,4,8,50,67,99,61,61,66,85,38,2,53,19,88,57,84,22,7,80,8,51,13,29,8,53,12,32,61,2
64,8,42,70,74,45,57,80,69,77,36,9,75,59,71,55,15,13,85,9,46,91,76,84,83,56,44,49,22,33,10,20,78,82,68,35,33,50,46,92,8,3,91,86,41,93,92,23,75,21
69,70,99,83,17,56,51,57,37,29,8,84,47,22,91,25,3,83,24,40,9,42,26,41,7,90,79,89,15,36,9,78,76,15,10,5,94,87,66,52,34,37,93,48,84,51,33,76,16,24
58,89,70,48,15,55,56,73,98,76,37,32,46,12,52,97,6,22,92,44,9,36,42,35,96,20,9,89,64,67,45,41,89,23,41,6,18,57,3,90,28,8,89,52,33,32,41,80,52,55
30,45,50,69,71,69,22,16,28,42,82,7,88,36,26,65,57,60,27,75,98,60,84,50,79,8,97,77,21,30,72,29,26,45,21,95,22,89,6,18,79,45,83,64,1,91,99,75,70,24
31,15,29,77,52,10,100,56,91,66,6,91,1,95,22,38,30,50,31,94,94,87,81,65,66,68,92,62,78,76,5,51,75,90,79,16,23,44,9,14,81,35,17,30,90,89,75,36,23,35
64,90,92,17,6,42,98,37,22,28,50,51,6,72,21,57,59,93,61,29,93,91,22,13,12,100,65,61,38,23,58,52,83,81,25,41,51,72,25,4,72,35,75,38,41,40,74,11,35,73
91,61,76,40,56,27,63,12,63,27,60,69,15,68,38,78,57,98,94,49,77,77,18,25,82,46,54,25,32,86,78,99,19,95,72,74,100,7,24,22,77,23,100,15,11,97,35,84,8,63
35,2,55,32,54,31,68,15,2,55,15,16,67,20,20,21,58,37,100,40,96,77,16,15,54,43,88,35,26,67,79,23,3,65,59,49,59,32,56,43,33,95,21,42,65,82,6,65,18,59
4,23,9,52,40,70,99,51,66,66,23,7,38,96,75,38,79,56,41,95,71,81,77,33,98,61,34,13,49,79,61,85,87,84,59,34,98,52,16,90,34,23,56,11,61,17,59,99,78,83
18,98,56,38,13,90,55,37,34,80,62,66,16,87,13,21,82,76,67,93,21,79,77,37,89,35,93,72,9,47,56,63,83,66,15,7,18,6,21,87,84,7,74,96,88,78,92,33,16,30
99,40,39,89,10,32,95,59,93,44,79,24,73,31,84,77,54,56,26,42,15,83,21,68,84,83,8,14,36,65,56,74,51,40,78,9,13,25,79,80,68,67,3,61,29,64,52,3,20,3
84,97,83,28,44,59,70,72,20,84,47,34,40,81,51,36,72,66,59,70,98,15,71,37,99,48,21,63,99,99,6,78,55,11,7,61,70,60,83,41,60,55,10,16,20,47,37,73,32,93
23,69,43,25,53,47,83,58,61,38,1,81,14,21,100,14,37,53,32,51,43,51,90,11,91,64,77,39,50,81,70,18,3,13,63,77,4,18,1,40,53,17,61,34,70,73,86,44,73,12
